BUY/SELL	price order    order ID
SELL		102.11		1096
BUY		97.72			2166
SELL		102.11		1817
BUY		97.71			1160
SELL		102.13		1043
SELL		102.13		1498
BUY		97.71			1583
BUY		97.71			1703
SELL		102.14		2179
SELL		102.14		2230
BUY		97.71			2068
BUY		97.71			2070
SELL		102.15		1098
BUY		97.71			2234
SELL		102.15		1188
BUY		97.71			2386
SELL		102.15		1561
BUY		97.7			1417
SELL		102.15		1732
SELL		102.15		2435
BUY		97.7			1581
SELL		102.16		1843
BUY		97.7			1758
SELL		102.16		1900
BUY		97.7			1780
SELL		102.17		1150
BUY		97.7			2454
SELL		102.18		1318
BUY		97.69			1125
BUY		97.69			1274
SELL		102.18		1342
SELL		102.19		1386
BUY		97.69			1591
SELL		102.19		1582
BUY		97.69			1701
SELL		102.2		2322
BUY		97.69			1795
BUY		97.68			1137
SELL		102.2		2324
BUY		97.68			1529
SELL		102.21		1390
SELL		102.21		1997
SELL		102.21		2425
BUY		97.68			1588
SELL		102.22		2139
BUY		97.68			1651
BUY		97.68			2056
SELL		102.23		1224
BUY		97.68			2217
SELL		102.23		1499
BUY		97.67			1738
BUY		97.67			2313
SELL		102.23		1925
BUY		97.65			1081
BUY		97.65			1226
SELL		102.23		2279
BUY		97.65			2012
SELL		102.23		2362
SELL		102.24		1387
BUY		97.64			1693
BUY		97.62			1739
BUY		97.62			2423
SELL		102.24		1537
SELL		102.24		1623
BUY		97.61			1325
BUY		97.61			1398
SELL		102.24		1807
SELL		102.25		2448
BUY		97.61			1805
BUY		97.61			1866
SELL		102.26		1184
SELL		102.26		1503
SELL		102.26		1685
BUY		97.61			2340
BUY		97.6			1095
SELL		102.26		2008
BUY		97.6			2144
BUY		97.59			1870
SELL		102.26		2320
SELL		102.27		1782
BUY		97.59			1915
SELL		102.27		2085
BUY		97.58			1194
BUY		97.58			1306
SELL		102.27		2395
SELL		102.28		2503
BUY		97.58			1880
BUY		97.56			1127
BUY		97.55			2415
SELL		102.29		1768
SELL		102.3		1216
SELL		102.3		1586
BUY		97.54			1515
SELL		102.3		1878
BUY		97.54			2420
SELL		102.3		1941
BUY		97.54			2422
BUY		97.53			1155
BUY		97.53			1464
SELL		102.3		2301
SELL		102.31		1810
BUY		97.53			1871
BUY		97.52			1244
SELL		102.31		2118
BUY		97.52			2230
SELL		102.32		1095
BUY		97.52			2385
SELL		102.32		1115
SELL		102.32		1407
BUY		97.51			1054
BUY		97.51			1431
BUY		97.51			2114
SELL		102.32		1441
SELL		102.32		1502
BUY		97.51			2268
BUY		97.5			1472
SELL		102.32		1595
BUY		97.5			1563
BUY		97.48			1360
SELL		102.32		1723
BUY		97.48			1995
BUY		97.48			2357
SELL		102.32		2194
BUY		97.47			1122
SELL		102.33		1594
SELL		102.33		2015
BUY		97.47			1152
BUY		97.47			1181
SELL		102.33		2511
SELL		102.34		1094
BUY		97.47			1220
SELL		102.34		1290
SELL		102.34		1401
BUY		97.47			1459
BUY		97.47			1775
SELL		102.34		1912
BUY		97.46			2158
BUY		97.45			1215
BUY		97.45			2257
SELL		102.34		2317
BUY		97.44			1724
SELL		102.35		1032
BUY		97.44			2179
SELL		102.35		1587
BUY		97.43			1199
SELL		102.35		1785
BUY		97.43			1657
BUY		97.43			1748
BUY		97.43			1908
SELL		102.35		1786
BUY		97.43			2224
SELL		102.35		1802
SELL		102.35		2496
BUY		97.42			1749
SELL		102.35		2526
BUY		97.42			1944
BUY		97.42			2191
BUY		97.42			2383
BUY		97.41			1295
SELL		102.36		1506
SELL		102.36		2135
SELL		102.36		2286
BUY		97.41			1544
SELL		102.37		1405
SELL		102.38		1171
BUY		97.41			2367
SELL		102.38		2484
BUY		97.4			1233
SELL		102.39		1598
SELL		102.39		1670
BUY		97.4			1593
SELL		102.39		1790
BUY		97.4			1747
BUY		97.4			1784
BUY		97.4			2281
SELL		102.39		2029
SELL		102.39		2486
BUY		97.39			1815
SELL		102.4		1696
BUY		97.38			1252
BUY		97.38			2165
BUY		97.37			1069
SELL		102.41		1686
BUY		97.37			1376
SELL		102.41		1910
BUY		97.37			1955
BUY		97.37			2175
SELL		102.41		2414
BUY		97.37			2297
SELL		102.42		1563
BUY		97.36			1370
BUY		97.36			1720
SELL		102.42		1584
BUY		97.35			2085
SELL		102.42		1662
BUY		97.34			1901
SELL		102.43		1139
BUY		97.34			2254
SELL		102.43		1323
SELL		102.43		2285
BUY		97.34			2368
BUY		97.33			1327
BUY		97.33			2334
BUY		97.33			2461
SELL		102.43		2482
BUY		97.32			2388
SELL		102.44		1218
SELL		102.44		2144
BUY		97.31			1550
BUY		97.31			1970
SELL		102.44		2442
BUY		97.31			2091
SELL		102.45		1871
BUY		97.31			2387
SELL		102.45		2083
BUY		97.3			1686
BUY		97.3			1717
SELL		102.45		2156
BUY		97.27			1608
SELL		102.46		1680
BUY		97.27			2341
BUY		97.27			2392
SELL		102.46		2054
BUY		97.26			1420
BUY		97.26			1716
BUY		97.25			1450
SELL		102.47		1038
BUY		97.25			1496
SELL		102.47		1045
SELL		102.47		2066
BUY		97.25			1549
SELL		102.48		2055
BUY		97.25			1807
SELL		102.49		1770
SELL		102.5		2090
BUY		97.25			1898
SELL		102.51		1273
BUY		97.25			1922
BUY		97.24			2457
SELL		102.51		1292
SELL		102.51		1412
SELL		102.51		2389
SELL		102.52		2097
BUY		97.22			1483
SELL		102.52		2158
BUY		97.22			1671
BUY		97.21			1335
BUY		97.21			1371
SELL		102.54		1091
SELL		102.54		1242
SELL		102.55		1757
BUY		97.21			1414
SELL		102.56		1526
SELL		102.57		1573
SELL		102.58		1309
BUY		97.21			1469
SELL		102.58		2115
BUY		97.19			1229
BUY		97.19			1232
SELL		102.58		2478
BUY		97.19			2362
SELL		102.59		1067
SELL		102.59		1093
SELL		102.59		1765
BUY		97.19			2451
SELL		102.6		1423
BUY		97.18			1217
SELL		102.6		1610
BUY		97.18			1938
SELL		102.6		2399
BUY		97.18			2267
SELL		102.61		2214
SELL		102.62		1092
BUY		97.17			1277
SELL		102.62		1617
SELL		102.62		2507
BUY		97.17			1971
SELL		102.62		2510
SELL		102.63		1097
BUY		97.17			2409
SELL		102.63		1414
BUY		97.16			2035
SELL		102.63		1470
BUY		97.15			1885
BUY		97.15			1894
SELL		102.64		1104
BUY		97.15			2131
SELL		102.64		1364
SELL		102.64		1624
BUY		97.14			1430
SELL		102.64		2266
SELL		102.65		2117
BUY		97.13			1075
BUY		97.13			1107
SELL		102.66		1463
BUY		97.13			2097
SELL		102.66		1651
BUY		97.12			1150
SELL		102.66		1929
BUY		97.12			1859
BUY		97.12			2188
SELL		102.66		2061
SELL		102.66		2241
BUY		97.12			2463
SELL		102.67		1156
SELL		102.67		1335
BUY		97.11			1452
BUY		97.11			1634
SELL		102.67		1536
BUY		97.1			1337
BUY		97.1			2410
SELL		102.68		1116
BUY		97.09			1259
SELL		102.68		1247
BUY		97.09			1489
SELL		102.68		1471
BUY		97.09			1934
BUY		97.09			2336
SELL		102.68		1632
SELL		102.68		2145
BUY		97.08			1074
SELL		102.68		2189
BUY		97.08			1495
BUY		97.08			1770
BUY		97.07			1213
SELL		102.69		1913
BUY		97.07			1365
BUY		97.07			2430
SELL		102.69		2152
BUY		97.06			1689
SELL		102.69		2481
SELL		102.7		1618
SELL		102.7		2232
BUY		97.06			1966
SELL		102.7		2278
BUY		97.06			2120
BUY		97.05			1577
SELL		102.7		2397
SELL		102.71		2304
BUY		97.05			1990
BUY		97.04			1185
SELL		102.71		2521
BUY		97.04			1207
SELL		102.72		2171
BUY		97.04			1421
BUY		97.04			1712
SELL		102.73		1237
BUY		97.04			1900
SELL		102.73		1416
SELL		102.74		1286
SELL		102.74		1337
BUY		97.04			2124
BUY		97.04			2273
SELL		102.74		1813
BUY		97.03			1201
SELL		102.74		1867
BUY		97.03			1570
SELL		102.74		2084
BUY		97.03			1932
SELL		102.75		1554
SELL		102.75		1988
BUY		97.03			1992
SELL		102.76		1062
BUY		97.02			2342
SELL		102.76		1811
SELL		102.76		2274
BUY		97.01			1283
SELL		102.76		2377
BUY		97.01			1513
SELL		102.78		1488
BUY		97.01			1624
SELL		102.78		1647
BUY		97.0			1267
SELL		102.78		2253
BUY		97.0			1904
BUY		97.0			2037
BUY		96.99			1691
SELL		102.79		1107
SELL		102.79		1128
BUY		96.98			1314
SELL		102.79		1183
BUY		96.98			1964
SELL		102.79		1285
BUY		96.98			2146
SELL		102.79		1372
SELL		102.79		1774
BUY		96.97			1352
SELL		102.79		1815
BUY		96.96			1616
BUY		96.96			1765
SELL		102.79		2361
SELL		102.79		2407
SELL		102.79		2522
BUY		96.96			2009
SELL		102.8		1088
SELL		102.8		2229
BUY		96.96			2083
BUY		96.95			1535
SELL		102.8		2469
BUY		96.94			1542
SELL		102.81		1289
BUY		96.94			1658
SELL		102.81		1902
BUY		96.94			2264
SELL		102.82		1839
SELL		102.82		1849
BUY		96.94			2407
SELL		102.83		1192
BUY		96.94			2444
BUY		96.93			1179
SELL		102.83		1206
BUY		96.93			1184
BUY		96.93			1872
BUY		96.93			2182
SELL		102.84		2335
BUY		96.93			2294
SELL		102.84		2344
BUY		96.93			2371
SELL		102.84		2470
BUY		96.92			1305
BUY		96.92			1768
SELL		102.85		2204
BUY		96.92			1930
BUY		96.92			1936
BUY		96.92			2186
SELL		102.86		1886
BUY		96.92			2293
SELL		102.86		2403
BUY		96.91			1524
SELL		102.86		2426
BUY		96.91			1888
BUY		96.91			2343
SELL		102.87		1428
BUY		96.9			1543
BUY		96.9			2310
SELL		102.87		1504
BUY		96.9			2372
BUY		96.89			1378
SELL		102.88		1417
SELL		102.89		2187
BUY		96.89			1769
SELL		102.89		2342
BUY		96.89			2443
SELL		102.89		2498
BUY		96.88			1309
SELL		102.9		1028
BUY		96.88			1779
SELL		102.92		1409
BUY		96.88			1931
SELL		102.92		2505
BUY		96.88			2400
SELL		102.93		1876
BUY		96.87			1050
BUY		96.87			2161
SELL		102.93		2013
BUY		96.87			2345
SELL		102.93		2163
BUY		96.86			2320
BUY		96.85			1112
SELL		102.94		1208
SELL		102.94		1252
BUY		96.85			1996
BUY		96.85			2355
SELL		102.94		1936
BUY		96.84			2351
BUY		96.84			2442
BUY		96.83			1243
SELL		102.94		2170
BUY		96.82			1500
SELL		102.95		1389
SELL		102.96		1086
SELL		102.96		1427
BUY		96.82			1566
BUY		96.82			1830
SELL		102.97		1058
SELL		102.97		1307
SELL		102.97		1523
BUY		96.81			1138
SELL		102.98		1314
BUY		96.81			1447
SELL		102.98		1483
BUY		96.81			1462
BUY		96.81			1723
SELL		102.98		1495
SELL		102.98		2009
BUY		96.81			2130
SELL		102.98		2199
BUY		96.8			1451
SELL		102.98		2494
SELL		102.99		2318
SELL		103.01		2131
BUY		96.8			1706
BUY		96.8			2006
SELL		103.02		1361
SELL		103.02		1872
BUY		96.79			2129
BUY		96.78			1115
BUY		96.78			2221
SELL		103.02		2143
BUY		96.78			2288
SELL		103.02		2490
BUY		96.78			2375
SELL		103.03		2065
SELL		103.03		2327
SELL		103.05		1641
BUY		96.77			1067
BUY		96.77			1174
SELL		103.05		1921
SELL		103.05		2212
BUY		96.77			1679
SELL		103.05		2333
SELL		103.06		1458
BUY		96.77			2051
SELL		103.06		2228
SELL		103.07		1932
BUY		96.77			2291
BUY		96.76			1111
SELL		103.07		2153
SELL		103.08		1153
BUY		96.76			2090
SELL		103.08		1385
BUY		96.76			2239
SELL		103.08		1480
SELL		103.08		2175
BUY		96.75			1343
SELL		103.09		1195
SELL		103.09		1379
BUY		96.75			1409
SELL		103.09		1482
SELL		103.09		2259
SELL		103.1		1241
SELL		103.1		1609
BUY		96.75			2063
BUY		96.75			2125
SELL		103.1		1877
BUY		96.75			2154
BUY		96.74			1048
SELL		103.1		2052
SELL		103.11		1739
SELL		103.12		1227
BUY		96.74			1118
SELL		103.13		1538
BUY		96.74			1156
BUY		96.74			1503
SELL		103.13		2095
SELL		103.14		1592
BUY		96.74			2469
BUY		96.73			1829
SELL		103.14		1629
BUY		96.73			2311
SELL		103.14		2108
BUY		96.72			1638
SELL		103.15		1069
BUY		96.72			1817
BUY		96.72			2305
SELL		103.15		1787
BUY		96.72			2449
BUY		96.71			1424
SELL		103.16		1937
SELL		103.17		1228
SELL		103.17		1435
BUY		96.71			1879
SELL		103.17		1445
BUY		96.71			2171
SELL		103.17		2411
SELL		103.18		1613
SELL		103.18		2101
BUY		96.7			1481
SELL		103.18		2236
SELL		103.19		1493
BUY		96.69			1384
BUY		96.69			1985
SELL		103.19		1842
BUY		96.68			1214
BUY		96.68			1290
SELL		103.19		1963
BUY		96.68			1729
SELL		103.2		1282
BUY		96.67			1668
BUY		96.67			1697
SELL		103.2		1827
BUY		96.67			1837
BUY		96.67			2177
SELL		103.2		2466
SELL		103.21		1102
BUY		96.67			2204
BUY		96.66			1582
SELL		103.21		2398
BUY		96.66			1654
SELL		103.22		1744
BUY		96.66			2437
BUY		96.65			2174
BUY		96.65			2366
SELL		103.22		2269
BUY		96.64			1533
SELL		103.22		2461
BUY		96.64			2080
SELL		103.23		1061
BUY		96.64			2115
BUY		96.64			2183
SELL		103.23		1090
BUY		96.62			1198
SELL		103.24		1562
BUY		96.62			2108
BUY		96.61			1104
SELL		103.24		1749
SELL		103.25		1577
BUY		96.61			1556
BUY		96.6			1485
SELL		103.25		2130
BUY		96.59			1673
SELL		103.25		2282
BUY		96.59			2084
BUY		96.59			2117
SELL		103.25		2373
BUY		96.59			2141
BUY		96.59			2218
SELL		103.26		2026
SELL		103.26		2224
BUY		96.58			1124
SELL		103.27		1261
SELL		103.27		1559
BUY		96.58			1246
SELL		103.27		2401
SELL		103.28		1130
BUY		96.58			1256
SELL		103.28		1576
BUY		96.58			1364
SELL		103.28		2431
SELL		103.29		1165
BUY		96.58			1426
SELL		103.29		1304
SELL		103.29		1348
BUY		96.58			2043
BUY		96.58			2259
SELL		103.29		2223
BUY		96.57			1094
SELL		103.3		1135
SELL		103.3		1356
BUY		96.57			1611
SELL		103.3		1511
BUY		96.56			1101
SELL		103.3		2359
BUY		96.56			1960
SELL		103.31		1077
SELL		103.31		2195
BUY		96.56			2007
SELL		103.31		2210
SELL		103.31		2290
BUY		96.56			2203
SELL		103.31		2369
SELL		103.32		1053
BUY		96.55			1064
BUY		96.55			1113
SELL		103.32		1071
SELL		103.32		1687
BUY		96.55			1202
SELL		103.34		1509
BUY		96.55			1734
SELL		103.35		1155
BUY		96.55			1979
SELL		103.35		1459
BUY		96.54			1676
SELL		103.36		1608
BUY		96.54			2201
SELL		103.36		1653
BUY		96.53			1682
SELL		103.36		2141
BUY		96.53			2240
BUY		96.53			2325
BUY		96.53			2363
SELL		103.36		2146
BUY		96.51			1103
BUY		96.51			1649
SELL		103.36		2225
BUY		96.51			2094
BUY		96.5			1362
SELL		103.37		2162
BUY		96.5			1586
SELL		103.37		2523
BUY		96.5			2021
SELL		103.38		1274
BUY		96.49			1835
SELL		103.38		1766
BUY		96.49			2039
BUY		96.49			2153
SELL		103.39		1238
BUY		96.49			2315
SELL		103.39		1328
BUY		96.48			1109
SELL		103.39		1831
BUY		96.48			1235
BUY		96.48			1457
SELL		103.4		1070
BUY		96.48			1798
SELL		103.4		1259
BUY		96.48			1973
BUY		96.47			1284
SELL		103.4		1301
BUY		96.47			1941
SELL		103.41		1545
BUY		96.47			2252
BUY		96.46			1410
SELL		103.41		2123
BUY		96.46			1617
SELL		103.42		1431
BUY		96.46			1827
BUY		96.45			1375
BUY		96.45			1828
SELL		103.42		2303
BUY		96.45			1906
SELL		103.42		2396
SELL		103.43		2347
BUY		96.45			1911
SELL		103.44		1040
BUY		96.45			2031
BUY		96.44			1116
SELL		103.44		1149
BUY		96.44			1332
BUY		96.44			1801
SELL		103.44		1305
SELL		103.44		1715
BUY		96.44			1918
BUY		96.44			2003
SELL		103.44		1781
SELL		103.45		1168
BUY		96.43			1063
BUY		96.43			1182
SELL		103.45		1420
SELL		103.45		2058
BUY		96.43			1203
SELL		103.45		2077
BUY		96.43			1788
SELL		103.45		2211
BUY		96.43			1848
SELL		103.45		2291
BUY		96.43			1977
SELL		103.46		1326
BUY		96.43			2013
BUY		96.43			2228
SELL		103.46		1496
BUY		96.43			2344
SELL		103.46		1945
BUY		96.43			2446
BUY		96.42			1892
BUY		96.42			2047
SELL		103.46		1986
BUY		96.42			2086
SELL		103.46		2226
BUY		96.41			1128
BUY		96.41			1262
SELL		103.47		1397
SELL		103.47		1461
BUY		96.41			1925
SELL		103.47		1788
BUY		96.41			2318
SELL		103.47		1789
BUY		96.4			1294
SELL		103.47		2263
BUY		96.4			1741
BUY		96.4			1847
BUY		96.4			1975
SELL		103.48		1374
BUY		96.39			1584
SELL		103.48		1724
BUY		96.39			2418
BUY		96.38			1393
SELL		103.49		1357
SELL		103.49		1550
BUY		96.38			1461
SELL		103.49		1885
SELL		103.49		2424
BUY		96.38			2121
SELL		103.5		1315
BUY		96.38			2465
SELL		103.5		1756
BUY		96.37			1302
BUY		96.37			1958
SELL		103.5		1939
SELL		103.5		2157
BUY		96.36			1072
BUY		96.36			1413
SELL		103.5		2178
BUY		96.36			1841
BUY		96.35			1572
SELL		103.51		1108
SELL		103.51		1145
BUY		96.35			1653
SELL		103.51		1475
SELL		103.51		2088
BUY		96.35			1725
SELL		103.52		1087
BUY		96.35			2277
SELL		103.52		1265
BUY		96.34			1881
BUY		96.34			2002
SELL		103.52		1295
SELL		103.52		1857
BUY		96.34			2190
SELL		103.52		2231
BUY		96.33			1210
SELL		103.52		2427
SELL		103.53		1627
BUY		96.33			1387
SELL		103.53		1968
SELL		103.54		1439
BUY		96.33			2064
BUY		96.32			1553
SELL		103.54		1599
SELL		103.54		1999
SELL		103.54		2513
BUY		96.32			1662
SELL		103.55		1371
BUY		96.32			1853
SELL		103.55		1398
BUY		96.31			1512
SELL		103.55		2528
SELL		103.56		1266
BUY		96.31			1822
SELL		103.56		1313
BUY		96.3			1144
BUY		96.3			1560
SELL		103.56		1539
BUY		96.3			1664
SELL		103.56		1543
SELL		103.56		1633
BUY		96.3			1987
SELL		103.56		1694
SELL		103.56		1940
BUY		96.29			1134
SELL		103.57		1173
SELL		103.57		1518
BUY		96.29			1263
SELL		103.57		2004
SELL		103.57		2069
SELL		103.58		1283
BUY		96.29			2074
SELL		103.58		1383
BUY		96.28			1412
SELL		103.59		1430
BUY		96.28			1629
SELL		103.59		1846
SELL		103.59		1860
SELL		103.6		1284
BUY		96.27			1172
BUY		96.27			2176
SELL		103.6		1317
BUY		96.27			2189
SELL		103.6		1444
SELL		103.6		1474
BUY		96.27			2326
SELL		103.6		1761
SELL		103.61		1271
BUY		96.27			2426
SELL		103.61		1855
BUY		96.26			1061
SELL		103.61		1908
BUY		96.26			1631
BUY		96.26			1954
BUY		96.26			2000
SELL		103.61		2292
BUY		96.26			2069
SELL		103.62		1836
BUY		96.25			2023
SELL		103.62		2028
BUY		96.24			1177
BUY		96.24			1204
SELL		103.62		2499
BUY		96.24			1219
SELL		103.63		2404
BUY		96.24			2192
BUY		96.24			2397
SELL		103.64		1117
BUY		96.23			1078
SELL		103.64		1714
BUY		96.23			1432
BUY		96.23			1825
SELL		103.64		1961
SELL		103.64		2150
SELL		103.64		2394
BUY		96.23			2233
BUY		96.22			1303
BUY		96.22			1907
SELL		103.65		1225
SELL		103.65		1854
BUY		96.22			1997
SELL		103.66		1321
SELL		103.66		1542
SELL		103.66		2043
BUY		96.21			1518
BUY		96.21			1846
SELL		103.66		2193
BUY		96.21			1963
SELL		103.66		2500
SELL		103.67		1057
BUY		96.21			2376
SELL		103.68		1160
BUY		96.21			2440
BUY		96.2			1114
SELL		103.68		1214
SELL		103.68		1730
BUY		96.2			1437
SELL		103.68		1948
BUY		96.2			1636
SELL		103.68		2450
SELL		103.69		1449
BUY		96.2			1863
SELL		103.69		1515
BUY		96.2			2205
SELL		103.69		2341
SELL		103.7		1343
BUY		96.19			1089
BUY		96.19			1436
SELL		103.7		1381
BUY		96.19			1609
SELL		103.7		2217
SELL		103.71		1253
SELL		103.71		1993
BUY		96.18			1389
SELL		103.71		2520
SELL		103.72		1406
BUY		96.18			1785
BUY		96.18			1952
SELL		103.73		1296
SELL		103.73		1556
SELL		103.73		2525
BUY		96.18			2352
SELL		103.74		1835
SELL		103.74		1906
BUY		96.17			1269
SELL		103.74		2368
BUY		96.17			1442
SELL		103.75		1377
BUY		96.17			1633
BUY		96.17			2123
SELL		103.75		1593
BUY		96.16			1632
SELL		103.75		2087
SELL		103.75		2514
SELL		103.76		1351
BUY		96.16			1920
BUY		96.16			1981
SELL		103.76		1918
SELL		103.76		2298
SELL		103.77		1720
BUY		96.16			2408
SELL		103.77		1753
SELL		103.77		1791
BUY		96.15			1757
BUY		96.14			1448
SELL		103.78		1264
BUY		96.13			1145
BUY		96.13			2212
BUY		96.12			1886
SELL		103.78		1418
SELL		103.79		1347
BUY		96.12			2303
SELL		103.79		1879
BUY		96.11			1444
SELL		103.81		1141
SELL		103.81		1784
BUY		96.11			1674
SELL		103.81		1859
BUY		96.09			1164
SELL		103.81		1920
SELL		103.81		2062
BUY		96.09			1191
SELL		103.81		2323
BUY		96.09			1264
BUY		96.09			2099
SELL		103.82		1956
BUY		96.08			1612
SELL		103.83		1131
BUY		96.07			1982
SELL		103.83		1487
BUY		96.07			2018
SELL		103.83		1517
BUY		96.07			2317
SELL		103.83		1978
BUY		96.07			2333
SELL		103.83		2040
SELL		103.83		2492
BUY		96.06			1672
BUY		96.06			1849
SELL		103.84		1065
SELL		103.84		1615
BUY		96.05			1787
SELL		103.84		1763
SELL		103.84		1972
SELL		103.84		2149
BUY		96.05			2017
SELL		103.85		1600
BUY		96.04			1470
SELL		103.85		1816
SELL		103.85		1845
BUY		96.04			1585
BUY		96.04			1782
SELL		103.87		1644
BUY		96.04			1813
BUY		96.04			2098
BUY		96.02			1282
SELL		103.87		1711
BUY		96.01			1106
BUY		96.01			1536
SELL		103.87		1717
SELL		103.87		1903
SELL		103.87		2184
BUY		96.01			1781
BUY		96.01			2393
SELL		103.89		1658
BUY		96.0			1238
BUY		96.0			2260
SELL		103.89		2127
BUY		96.0			2358
SELL		103.91		1052
BUY		95.99			2220
SELL		103.91		1068
BUY		95.99			2250
SELL		103.91		1148
BUY		95.98			1754
SELL		103.91		1182
BUY		95.97			1270
BUY		95.97			1589
SELL		103.91		1190
SELL		103.91		1249
BUY		95.97			2365
SELL		103.91		1421
BUY		95.96			1760
BUY		95.96			1923
SELL		103.91		1650
SELL		103.91		1818
BUY		95.95			1141
SELL		103.91		2363
BUY		95.95			1465
SELL		103.91		2497
SELL		103.92		1127
BUY		95.95			1695
SELL		103.92		1438
BUY		95.95			2445
BUY		95.94			1192
SELL		103.92		1472
BUY		95.94			1206
BUY		95.94			2104
SELL		103.92		1505
BUY		95.94			2421
BUY		95.93			1727
SELL		103.92		1547
BUY		95.93			1919
SELL		103.92		2348
SELL		103.93		1121
BUY		95.93			2227
BUY		95.92			1382
SELL		103.93		1319
BUY		95.92			1774
SELL		103.94		1140
SELL		103.94		2007
BUY		95.92			1838
BUY		95.91			1097
SELL		103.95		1100
BUY		95.9			1705
BUY		95.9			2118
BUY		95.9			2394
SELL		103.95		1462
BUY		95.9			2403
SELL		103.95		1808
BUY		95.89			2242
SELL		103.96		1468
BUY		95.88			1276
SELL		103.96		2444
BUY		95.88			1842
SELL		103.97		1558
BUY		95.87			1224
SELL		103.97		2378
BUY		95.87			1507
SELL		103.98		1688
SELL		103.98		2021
BUY		95.87			2032
BUY		95.86			1345
SELL		103.99		1466
BUY		95.86			1428
BUY		95.86			2429
SELL		103.99		2245
BUY		95.85			1163
BUY		95.85			1223
BUY		95.85			1236
SELL		103.99		2257
BUY		95.85			1329
SELL		103.99		2325
SELL		104.0		2315
SELL		104.01		1370
BUY		95.85			1399
SELL		104.01		1975
SELL		104.01		2051
BUY		95.85			2066
BUY		95.83			1351
BUY		95.83			2282
SELL		104.02		1422
BUY		95.82			1171
SELL		104.02		2137
BUY		95.82			1463
SELL		104.02		2260
SELL		104.02		2467
BUY		95.82			1890
SELL		104.03		2185
BUY		95.82			2322
SELL		104.04		1223
SELL		104.04		1591
SELL		104.04		1928
SELL		104.05		1962
BUY		95.81			1326
SELL		104.05		2352
BUY		95.81			2014
BUY		95.8			1165
SELL		104.06		1619
SELL		104.06		1897
BUY		95.8			1347
BUY		95.8			1486
SELL		104.06		2159
SELL		104.06		2367
BUY		95.8			1506
SELL		104.07		1169
BUY		95.8			2262
SELL		104.07		1564
BUY		95.79			1275
SELL		104.07		1858
SELL		104.08		1113
BUY		95.79			2042
BUY		95.79			2404
BUY		95.78			1625
SELL		104.08		1146
SELL		104.08		1187
BUY		95.78			2024
SELL		104.09		1202
SELL		104.09		1528
BUY		95.77			1077
BUY		95.77			1622
SELL		104.09		1648
SELL		104.1		1531
BUY		95.77			1728
SELL		104.1		1621
SELL		104.11		1239
BUY		95.77			1821
SELL		104.11		1393
SELL		104.11		1666
BUY		95.77			1897
BUY		95.76			2148
SELL		104.11		1742
SELL		104.11		2012
SELL		104.12		1655
BUY		95.75			1285
SELL		104.13		1163
SELL		104.13		1541
SELL		104.13		1778
BUY		95.75			1385
SELL		104.13		1874
SELL		104.13		2331
BUY		95.74			1205
SELL		104.13		2355
SELL		104.15		1076
BUY		95.74			1458
BUY		95.74			1710
SELL		104.15		2181
BUY		95.74			2185
SELL		104.15		2339
BUY		95.74			2350
SELL		104.16		1579
BUY		95.73			1341
BUY		95.73			1864
SELL		104.16		1669
BUY		95.72			1746
SELL		104.17		1211
SELL		104.17		1917
BUY		95.72			2076
SELL		104.17		1992
SELL		104.18		1312
BUY		95.71			1052
BUY		95.71			1559
SELL		104.18		2112
BUY		95.71			2001
BUY		95.7			1187
SELL		104.18		2151
BUY		95.7			1534
BUY		95.69			2105
SELL		104.18		2518
BUY		95.68			1677
SELL		104.19		1025
SELL		104.19		1460
BUY		95.68			2237
SELL		104.19		2365
BUY		95.67			2360
BUY		95.66			1273
SELL		104.2		1355
BUY		95.66			1367
SELL		104.2		1954
BUY		95.66			1499
SELL		104.2		2283
BUY		95.66			2159
BUY		95.65			1253
SELL		104.2		2305
SELL		104.21		2249
SELL		104.22		1432
SELL		104.22		1868
BUY		95.65			1331
SELL		104.22		2345
BUY		95.65			1833
SELL		104.23		1349
BUY		95.65			1903
BUY		95.65			2180
SELL		104.23		1601
SELL		104.23		2103
BUY		95.64			1120
BUY		95.64			1121
BUY		95.64			1998
SELL		104.23		2375
SELL		104.24		1197
SELL		104.24		2512
BUY		95.63			2048
SELL		104.25		1360
SELL		104.25		1568
SELL		104.25		2016
BUY		95.62			1372
SELL		104.25		2393
SELL		104.25		2517
BUY		95.62			1574
SELL		104.26		1151
BUY		95.62			2044
SELL		104.26		2049
BUY		95.61			1526
SELL		104.26		2489
SELL		104.27		1708
SELL		104.27		1884
BUY		95.61			1532
BUY		95.6			1169
SELL		104.27		1946
SELL		104.27		1960
SELL		104.28		1306
BUY		95.6			1422
BUY		95.6			1580
SELL		104.28		2202
BUY		95.6			1993
SELL		104.29		2177
BUY		95.59			1321
SELL		104.29		2351
BUY		95.59			1519
BUY		95.59			1546
SELL		104.3		1164
BUY		95.59			1882
SELL		104.3		1388
SELL		104.3		1484
BUY		95.59			1902
SELL		104.3		1630
SELL		104.3		1865
BUY		95.58			1740
SELL		104.31		1378
BUY		95.58			1948
BUY		95.58			2251
SELL		104.31		1721
BUY		95.57			1180
BUY		95.57			1195
SELL		104.31		1754
BUY		95.57			1598
SELL		104.31		2109
SELL		104.32		1270
BUY		95.57			1650
BUY		95.57			1685
SELL		104.32		1974
SELL		104.32		2136
BUY		95.56			1218
SELL		104.32		2215
BUY		95.56			2156
SELL		104.32		2379
